一一	fhfh
不疾不徐	cxcj
不痛	cixn
不痛不痒	cxcx
不登大雅之堂	cvxx
不白之冤	cdde
不相上下	cadf
不相信	cakm
不相适应	cavg
不省人事	cosf
不看	cipg
不眠	cign
不眠之夜	cgdu
不着边际	ciat
不瞒	cigw
不知	ciei
不知不觉	cech
不知为何	ceok
不知何时	cekj
不知其二	cemr
不知凡几	cepp
不知去向	cebc
不知天高地厚	cefo
不知好歹	cesq
不知所云	cefp
不知所以	cefh
不知所措	cefp
不知所终	cefr
不知死活	ceqh
不知深浅	cehh
不知肉味	cezi
不知轻重	ceyh
不知进退	cebt
不知道	cevc
不破不立	cqcy
不确定	cqek
不确定性	cqen
不祥	cidi
不禁	ciaa
不离	ciuo
不离不弃	cucp
不稳	cizr
不穿	cizy
不端	ciyd
不符	cizk
不符合	czti
不等于	czfg
不等式	cznn
不算	cizg
不管	cize
不管三七二十一	czqf
不管不顾	czco
不管怎样	czea
不紧不慢	ckcn
不累	cish
不约而同	cruz
不纯	cirf
不经	cirw
不经一事	crff
不经之谈	crdv
不经意	cran
不结盟	crjm
不结盟运动	crjp
不给	cirt
不绝	cirr
不绝于耳	crfq
不绝如缕	crsr
不缺	ciue
不置	ciyg
不置可否	cyzc
不羁	ciyg
不翼而飞	ceui
不老	ciri
不耐烦	cuyk
不耻下问	cqfb
不肖	ciom
不肖子孙	coyy
不肯	cilm
不胜	cimd
不胜其烦	cmmy
不胜感激	cmuh
不胜枚举	cmah
不胫而走	cmuq
不能	cinm
不能不	cnci
不能容忍	cnek
不能自已	cncn
不能自拔	cncp
不自量力	ccja
不至于	ccfg
不致	cicr
不舍	cisv
不舍得	csjj
不舍昼夜	csmu
不舒服	csmw
不良	ciot
不良习惯	cofn
不良反应	coog
不良影响	coji
不良贷款	cokm
不良风气	copf
不苟言笑	cwmz
不药而愈	cwut
不菲	ciwd
不落俗套	cwkx
不落窠臼	cwzw
不虚	ciqo
不虚此行	cqlf
不行	cifj
不被	cioe
不要	ciqs
不要以为	cqho
不要因为	cquo
不要紧	cqkw
不要脸	cqmt
不要这样	cqwa
不见	ciuw
不见不散	cucx
不见天日	cufj
不见得	cujj
不见森林	cuaa
不见棺材不落泪	cuah
不见泰山	cuzd
不见经传	curk
不规则	csdk
不觉	cihe
不觉得	chjj
不解	cirq
不解之缘	crdr
不解之谜	crdv
不解风情	crpn
不言	cime
不言之教	cmdr
不言而喻	cmui
不计	civg
不计其数	cvmm
不认识	cvvi
不认账	cvdx
不让	civd
不讲	civb
不讲理	cvgd
不讲道理	cvvg
不许	civl
不许百姓点灯	cvfy
不论	civh
不识	civi
不识好歹	cvsq
不识抬举	cvph
不识时务	cvjj
不识泰山	cvzd
不该	civy
不详	civi
不语	civj
不说	civv
不请自来	cvcj
不谈	civy
不谋其政	cvmf
不谋而合	cvut
不负	cird
不负众望	crsx
不负责	crzd
不负责任	crzk
不败	cidr
不贵	cijd
不费吹灰之力	cuia
不赖	ciur
不走	ciqo
不起	ciqj
不起眼	cqgt
不足	ciuz
不足与谋	cufv
不足为外人道	cuov
不足为奇	cuox
不足为惧	cuon
不足为据	cuop
不足为训	cuov
不足之处	cudj
不足以	cuhs
不足挂齿	cups
不足道	cuvc
不轨	ciyd
不轻	ciyw
不辞	civj
不辞劳苦	cvww
不辞而别	cvui
不辞辛劳	cvjw
不辞辛苦	cvjw
不辨真伪	cjgk
不辨菽麦	cjwz
不辱使命	cqkt
不过	cill
不过如此	clsl
不过尔尔	clrr
不过是	cljk
不近人情	cosn
不近情理	cong
不进	cibl
不进则退	cbdt
不远	cira
不远万里	crfd
不迟	cimo
不退	citl
不适	civl
不适合	cvti
不适应	cvgh
不逊	ciyo
不透	cizv
不通	cinq
不速之客	cude
不遂	civk
不遑多让	cdxv
不遗余力	cjsa
不配	citj
不重要	chqs
不锈钢	cccz
不错	cicx
不问	cibi
不问青红皂白	cbzd
不闻不问	cbcb
不防	citm
不限	citt
不难	ciwv
不难想象	cwaw
不难看出	cwpi
不雅	ciyv
不需	citu
不需要	ctqs
不露声色	ctmr
不露锋芒	ctcw
不靠谱	clvv
不顺	cijk
不顺眼	cjgt
不顾	ciow
不顾一切	cofl
不食人间烟火	cosy
不骄不躁	cxcu
不高	ciwn
不高兴	cwhv
不鸣则已	cidn
不齐	ciae
不齿	cisg
与世无争	fxur
与世长辞	fxxv
与世隔绝	fxtr
与之	fpdo
与人为善	fsoi
与人方便	fsmk
与他	fpkh
与众不同	fscz
与会	fpsp
与共	fpxv
与其	fpmv
与其说	fmvv
与否	fpci
与她	fpsh
与子偕老	fykr
与日俱增	fjkb
与时俱进	fjkb
与此	fplh
与此同时	flzj
与此无关	fluv
与此有关	flgv
与此相反	flao
与民同乐	fnzn
与狼共舞	flxl
与生俱来	fdkj
与虎谋皮	fqve
与闻	fpbq
丐帮	fdzt
丑事	pbfi
丑八怪	pvnw
丑化	pbkh
丑女	pbsm
丑小鸭	posw
丑态	pbxo
丑态百出	pxfi
丑怪	pbnw
丑恶	pbfo
丑时	pbjl
丑类	pbmx
丑行	pbfj
丑角	pbrq
丑话	pbvv
丑闻	pbbq
丑陋	pbtf
专一	rpfh
专业	rpoq
专业人员	rosi
专业人士	rosm
专业知识	roev
专为	rpoa
专书	rppp
专人	rpsi
专任	rpkc
专使	rpkf
专供	rpkx
专修	rpkk
专刊	rplk
专列	rpqk
专利	rpzk
专利号	rzif
专利权	rzaw
专制	rplu
专区	rpeo
专卖	rpgp
专卖店	rggd
专号	rpif
专名	rpxi
专名号	rxif
专员	rpid
专四	rpyt
专场	rpbp
专家	rpek
专家级	rerk
专属	rpmc
专席	rpgx
专座	rpgs
专心	rpng
专心致志	rncm
专情	rpnz
专才	rpgc
专挑	rppa
专攻	rpnr
专政	rpfl
专断	rpmp
专有	rpgm
专机	rpap
专杀	rpoa
专权	rpaw
专柜	rpae
专栏	rpav
专案	rpes
专横	rpab
专横跋扈	rauf
专款	rpmd
专治	rphn
专注	rpho
专版	rpno
专用	rpql
专电	rpjp
专科	rpzp
专科学校	rzha
专程	rpzi
专稿	rpzw
专线	rprf
专署	rpyr
专美	rpix
专职	rpqi
专营	rpwe
专著	rpwr
专访	rpvm
专车	rpyf
专辑	rpyi
专长	rpxk
专门	rpbo
专集	rpva
专项	rpnk
专题	rpjk
且听	rhio
且慢	rhnj
且看	rhpg
且行且珍惜	rfrn
且说	rhvv
世上	xpdf
世上无难事	xduf
世世代代	xxkk
世事	xpfi
世事洞明	xfhj
世事难料	xfwm
世交	xpco
世人	xpsi
世人皆知	xshe
世仇	xpkd
世代	xpkn
世传	xpkr
世俗	xpkp
世兄	xpia
世医	xpee
世博	xpgg
世博会	xgsp
世外	xpxd
世外桃源	xxah
世家	xpek
世局	xpmp
世态	xpxo
世态炎凉	xxyl
世情	xpnz
世故	xpqr
世族	xpml
世界	xpss
世界上	xsdf
世界之窗	xsdz
世界人民	xssn
世界冠军	xsee
世界前列	xsvq
世界卫生组织	xswr
世界历史	xsoi
世界各地	xsqb
世界大战	xsxd
世界屋脊	xsml
世界市场	xsub
世界末日	xsfj
世界杯	xsac
世界第一	xszf
世界级	xsrk
世界纪录	xsrs
世界经济	xsrh
世界观	xswu
世界语	xsvj
世界贸易	xsfj
世界贸易组织	xsfr
世界银行	xscf
世界闻名	xsbx
世相	xpag
世系	xpch
世纪	xprj
世纪初	xrok
世纪末	xrfa
世行	xpfj
世袭	xpjo
世说新语	xvyv
世贸	xpfd
世贸组织	xfrr
世道	xpvc
世道人心	xvsn
世锦赛	xceb
世间	xpbj
世面	xphf
世风	xppo
丘吉尔	omro
丘墓	ofwj
丘壑	ofqp
丘疹	ofxs
丘陵	oftb
丙烯	fzyo
丙烷	fzye
丙级	fzrk
丙纶	fzrh
丙酮	fztz
丙醇	fztw
业主	oqog
业余	oqsz
业余时间	osjb
业内	oqzs
业内人士	ozsm
业务	oqja
业务发展	ojim
业务员	ojid
业务水平	ojhl
业务范围	ojwu
业外	oqxd
业大	oqxi
业已	oqnt
业师	oqkf
业态	oqxo
业界	oqss
业精于勤	omfx
业经	oqrw
业绩	oqrz
业者	oqrj
业障	oqta
丛中	ssik
丛书	sspp
丛刊	sslk
丛山	ssds
丛杂	ssda
丛林	ssaa
丛林法则	sahd
丛生	ssdh
丛莽	sswl
丛谈	ssvy
丛里	ssdn
丛集	ssva
东三省	lqoc
东临	lokz
东亚	lofo
东京	lowo
东侧	lokd
东倒西歪	lkqc
东光	losj
东兴	lohv
东北	lonh
东北三省	lnqo
东北风	lnpo
东区	loeo
东升	locw
东半球	lvgf
东华	lokh
东南	logz
东南亚	lgfo
东南西北	lgqn
东南风	lgpo
东向	locz
东吴	loif
东周	lozb
东城	lobu
东夷	loxo
东奔西走	lxqq
东奔西跑	lxqu
东宫	loen
东家	loek
东山	lods
东山再起	ldgq
东岸	lodo
东川	lojv
东床	loga
东张西望	loqx
东征	lojf
东征西讨	ljqv
东拉西扯	lpqp
东拼西凑	lpql
东方	lomx
东方神起	lmdq
东方红	lmrn
东施效颦	lmcl
东晋	lofo
东欧	loeo
东汉	lohw
东江	lohn
东洋	lohi
东流	lohp
东海	lohl
东渡	lohg
东瀛	loho
东盟	lojm
东窗事发	lzfi
东站	loyd
东端	loyd
东线	lorf
东经	lorw
东胡	loqm
东航	lolu
东芝	lowd
东莞	lowe
东营	lowe
东街	lofb
东西	loqp
东西南北	lqgn
东西方	lqmx
东跑西颠	luqg
东躲西藏	llqw
东软	loyf
东边	loal
东道	lovc
东道主	lvog
东道国	lvug
东郊	loco
东部	loyi
东郭	lowy
东郭先生	lwld
东门	lobo
东阳	lotj
东陵	lotb
东非	lodm
东面	lohf
东风	lopo
东魏	lozs
东鳞西爪	leqt
丝丝	rrrr
丝丝入扣	rrxp
丝光	rrsj
丝印	rrnf
丝巾	rruw
丝带	rrfe
丝弦	rrou
丝棉	rrad
丝毫	rrwo
丝毫不差	rwci
丝滑	rrhf
丝状	rrnl
丝瓜	rrqj
丝竹	rrzi
丝糕	rrmi
丝线	rrrf
丝织品	rrir
丝绒	rrri
丝绵	rrrd
丝绸	rrrz
丝绸之路	rrdu
丝网	rrzo
丝袜	rrof
丝质	rrog
丝锥	rrcv
丞相	phag
丢三落四	cqwy
丢下	cbfd
丢丑	cbpb
丢了	cbfu
丢人	cbsi
丢人现眼	csgg
丢份	cbkv
丢出	cbiz
丢到	cbck
丢卒保车	cuky
丢在	cbgk
丢失	cbcs
丢弃	cbpw
丢掉	cbpd
丢盔卸甲	cgus
丢盔弃甲	cgps
丢脸	cbmt
丢进	cbbl
两万	amfk
两三	amqn
两下	amfd
两世为人	axos
两个	amsk
两人	amsi
两亿	amkj
两代	amkn
两件	amkl
两份	amkv
两会	amsp
两位	amky
两侧	amkd
两便	amkt
两倍	amky
两党	amxa
两全	amsg
两全其美	asmi
两军	amey
两分	amvk
两利	amzk
两千	amhc
两半	amvp
两厢	amoa
两厢情愿	aono
两双	amww
两口	amiq
两口子	aiyd
两句	amtq
两只	amiv
两可	amzj
两台	amni
两名	amxi
两周	amzb
两回事	aufi
两国	amug
两地	ambh
两场	ambp
两块	ambe
两声	ammm
两处	amjd
两大	amxi
两天	amfx
两头	amlx
两套	amxs
两字	amey
两家	amek
两小无猜	aoul
两层	ammp
两届	ammi
两岁	amdx
两岸	amdo
两岸三地	adqb
两年	amlg
两广	amgp
两座	amgs
两张	amox
两心	amng
两性	amnd
两情相悦	anan
两成	amup
两手	ampc
两手抓	appt
两手空空	apzz
两批	amph
两把	ampe
两排	ampd
两支	ambh
两方	ammx
两方面	amhf
两旁	amye
两日	amje
两本	amaf
两朵	ampa
两条	amja
两极	amak
两极分化	aavk
两枚	amar
两栖	amaq
两栖动物	aapl
两样	amai
两根	amat
两次	amlf
两款	ammd
两步	amll
两段	ampf
两汉	amhw
两派	amho
两清	amhz
两湖	amhq
两点	amdi
两点一线	adfr
两片	amnb
两用	amql
两百	amfd
两相情愿	aano
两省	amoc
两眼	amgt
两码	amqx
两码事	aqfi
两碗	amqe
两种	amzi
两科	amzp
两站	amyd
两端	amyd
两笔	amzo
两篇	amzf
两米	ammg
两类	ammx
两级	amrk
两组	amrr
两翼	ames
两者	amrj
两者之间	ardb
两耳不闻窗外事	aqcf
两肋	amma
两肋插刀	ampk
两肩	amfm
两脚	ammb
两腿	ammt
两臂	amrm
两节	amww
两行	amfj
两袖清风	aohp
两讫	amvl
两课	amvs
两败俱伤	adkk
两轮	amyh
两辆	amya
两边	amal
两遍	amfj
两道	amvc
两部	amyi
两重性	ahnd
两门	ambo
两间	ambj
两队	amts
两院	amte
两难	amwv
两面	amhf
两面三刀	ahqk
两面性	ahnd
两面派	ahho
两项	amnk
两颊	amsv
两颗	amsa
两鬓	ambe
严丝合缝	frtr
严严实实	ffee
严于律己	ffjj
严令	fytn
严以律己	fhjj
严冬	fyjl
严刑	fyfw
严办	fyav
严加	fyai
严厉	fyof
严守	fyel
严实	fyel
严密	fyen
严寒	fyeb
严峻	fydn
严师	fykf
严惩	fyjf
严惩不贷	fjck
严打	fypu
严整	fyur
严明	fyjm
严查	fyaj
严格	fyaq
严格要求	faqf
严正	fyfl
严禁	fyaa
严紧	fykw
严肃	fyuk
严肃性	fund
严苛	fywz
严谨	fyvx
严酷	fytl
严重	fyhd
严重影响	fhji
严重性	fhnd
严防	fytm
严防死守	ftqe
严阵以待	fthj
严霜	fyta
丧乱	bvvp
丧事	bvfi
丧假	bvkm
丧偶	bvks
丧命	bvti
丧失	bvcs
丧失殆尽	bcqm
丧家	bvek
丧家之犬	bedl
丧尽天良	bmfo
丧心病狂	bnxl
丧服	bvmw
丧权辱国	baqu
丧气	bvfq
丧生	bvdh
丧礼	bvdp
丧胆	bvmj
丧葬	bvwq
丧钟	bvci
丧魂落魄	bpwd
个个	sksk
个中	skik
个中滋味	sihi
个人	sksi
个人主义	ssoo
个人利益	sszh
个人崇拜	ssdp
个人所得税	ssfz
个人电脑	ssjm
个人观点	sswd
个人计算机	ssva
个位	skky
个体	skka
个体工商户	sknf
个体户	skfk
个体经济	skrh
个例	skkq
个儿	skah
个别	skia
个唱	skij
个头	sklx
个子	skyd
个字	skey
个性	sknd
个性化	snkh
个把	skpe
个数	skms
个月	skmd
个案	skes
个税	skzv
个股	skmq
个高	skwn
丫头	vklx
丫头片子	vlny
丫挺	vkpc
丫环	vkgc
丫鬟	vkby
中下	ikfd
中下层	ifmp
中下游	ifhm
中专	ikrp
中世纪	ixrj
中东	iklo
中云	ikpd
中亚	ikfo
中产	ikyo
中产阶级	iytr
中人	iksi
中介	iksk
中伏	ikkl
中伤	ikkl
中低档	ikao
中低级	ikrk
中体西用	ikqq
中俄	ikkc
中信	ikkm
中元节	irww
中共	ikxv
中共中央	ixiz
中共中央总书记	ixiv
中共党员	ixxi
中关村	ival
中兴	ikhv
中军	ikey
中农	ikeo
中分	ikvk
中医	ikee
中医学	iehe
中医药	iewr
中午	iklg
中华	ikkh
中华人民共和国	iksu
中华儿女	ikas
中华民国	iknu
中华民族	iknm
中南	ikgz
中南海	ighl
中卫	ikwf
中印	iknf
中厅	ikou
中原	ikod
中原逐鹿	iokc
中古	ikqm
中叶	ikig
中听	ikio
中和	ikzi
中国	ikug
中国人	iusi
中国人民	iusn
中国人民解放军	iuse
中国人民银行	iusf
中国共产党	iuxx
中国农业银行	iuef
中国大陆	iuxt
中国少年先锋队	iuot
中国工商银行	iunf
中国建设银行	iuuf
中国政府	iufg
中国特色社会主义	iulo
中国电信	iujk
中国画	iufs
中国科学院	iuzt
中国移动	iuzp
中国联通	iuqn
中国话	iuvv
中国银行	iucf
中国队	iuts
中场	ikbp
中坚	ikkw
中坚力量	ikaj
中型	ikfw
中堂	ikxb
中士	ikmf
中外	ikxd
中外合资	ixtl
中大	ikxi
中央	ikzx
中央书记处	izpj
中央人民广播电台	izsn
中央党校	izxa
中央军委	izez
中央办公厅	izao
中央商务区	izye
中央国家机关	izuv
中央处理器	izjr
中央委员	izzi
中央委员会	izzs
中央情报局	iznm
中央政治局	izfm
中央电视台	izjn
中央银行	izcf
中央领导	iztd
中奖	iknx
中子	ikyd
中子弹	iyov
中子星	iyjd
中学	ikhe
中学生	ihdh
中宣部	ieyi
中将	iknx
中尉	ikmd
中小	ikot
中小企业	ioso
中小型	iofw
中小城市	iobu
中小学	iohe
中小学生	iohd
中层	ikmp
中山	ikds
中山大学	idxh
中山装	idnm
中山陵	idtb
中州	ikjj
中州韵	ijas
中巴	ikew
中常	ikxu
中年	iklg
中年人	ilsi
中度	ikgx
中庸	ikgu
中庸之道	igdv
中式	iknn
中弹	ikov
中德	ikjg
中心	ikng
中心思想	insa
中性	iknd
中意	ikan
中成药	iuwr
中招	ikpk
中指	ikph
中控	ikpz
中文	ikwm
中文版	iwno
中文系	iwch
中断	ikmp
中方	ikmx
中日	ikje
中日韩	ijgj
中旬	iksj
中暑	ikjr
中期	ikmv
中枢	ikae
中枢神经	iadr
中枪	ikas
中标	ikad
中校	ikac
中档	ikao
中欧	ikeo
中止	ikld
中正	ikfl
中段	ikpf
中毒	ikzq
中气	ikfq
中水	ikhg
中法	ikhb
中波	ikhe
中流	ikhp
中流砥柱	ihqa
中海油	ihhi
中游	ikhm
中火	ikyv
中点	ikdi
中班	ikgk
中用	ikql
中的	ikds
中盘	iklb
中看	ikpg
中石化	iqkh
中石油	iqhi
中秋	ikzy
中秋节	izww
中科院	izte
中程	ikzi
中空	ikzn
中立	ikyq
中立国	iyug
中端	ikyd
中等	ikzb
中签	ikzt
中篇	ikzf
中篇小说	izov
中级	ikrk
中级人民法院	irst
中纪委	irzs
中线	ikrf
中组部	iryi
中继	ikrm
中继站	iryd
中继线	irrf
中缝	ikrj
中美	ikix
中美关系	iivc
中美洲	iihj
中老年	irlg
中老年人	irls
中考	ikrf
中耳	ikqg
中肯	iklm
中脑	ikmu
中苏	ikwa
中英	ikwz
中草药	iwwr
中药	ikwr
中药材	iwag
中落	ikwh
中行	ikfj
中西	ikqp
中西医	iqee
中西合璧	iqtr
中观	ikwu
中规中矩	isie
中计	ikvg
中评	ikvl
中词	ikvp
中资	iklf
中超	ikqk
中路	ikuq
中转	ikyr
中选	ikla
中途	iksz
中通	iknq
中速	ikul
中道	ikvc
中邪	ikyt
中部	ikyi
中铁	ikcc
中银	ikct
中锋	ikcj
中长期	ixmv
中间	ikbj
中间人	ibsi
中间商	ibyz
中间派	ibho
中队	ikts
中院	ikte
中雨	iktf
中雪	ikts
中青年	izlg
中非	ikdm
中频	ikll
中风	ikpo
中餐	ikqw
中饭	ikfo
中饱私囊	ifzg
中高档	iwao
丰乳	zhty
丰产	zhyo
丰功伟业	znko
丰功伟绩	znkr
丰厚	zhoj
丰台	zhni
丰姿	zhlf
丰实	zhel
丰富	zhef
丰富多彩	zext
丰年	zhlg
丰收	zhhr
丰沃	zhhc
丰沛	zhhf
丰润	zhhb
丰满	zhhw
丰田	zhsl
丰盈	zhvw
丰盛	zhup
丰硕	zhqk
丰碑	zhqd
丰美	zhix
丰胸	zhms
丰腴	zhmw
丰茂	zhwu
丰衣足食	zouo
丰裕	zhop
丰足	zhuz
丰都	zhrj
丰采	zhta
丰韵	zhas
丰顺	zhjk
丰饶	zhfi
串供	nkkx
串口	nkiq
串味	nkij
串岗	nkdz
串戏	nkwi
串案	nkes
串烧	nkyi
串珠	nkgc
串线	nkrf
串联	nkqv
串行	nkfj
串词	nkvp
串起	nkqj
串连	nkyl
串通	nknq
串通一气	nnff
串门	nkbo
临了	kzfu
临产	kzyo
临刑	kzfw
临别	kzia
临到	kzck
临危	kzro
临危不乱	krcv
临危不惧	krcn
临危受命	krtt
临危授命	krpt
临场	kzbp
临安	kzes
临客	kzeq
临川	kzjv
临帖	kzud
临平	kzlv
临幸	kzbi
临床	kzga
临战	kzdi
临摹	kzwj
临时	kzjl
临时工	kjnv
临时抱佛脚	kjpm
临朐	kzmt
临机	kzap
临死	kzqh
临水	kzhg
临江	kzhn
临池	kzhh
临沂	kzho
临海	kzhl
临深履薄	khmw
临渊羡鱼	khie
临渴掘井	khpb
临潼	kzhy
临界	kzss
临界点	ksdi
临盆	kzvk
临睡	kzgh
临终	kzrj
临终关怀	krvn
临行	kzfj
临街	kzfb
临走	kzqo
临近	kzol
临门	kzbo
临阵	kzty
临阵磨枪	ktoa
临阵脱逃	ktma
临难	kzwv
临风	kzpo
临高	kzwn
丸剂	tkak
丸子	tkyd
丸药	tkwr
丹东	zulo
丹凤朝阳	zpgt
丹凤眼	zpgt
丹参	zunx
丹尼	zumh
丹心	zung
丹桂	zuab
丹毒	zuzq
丹田	zusl
丹砂	zuqo
丹药	zuwr
丹霞	zutm
丹青	zuzm
丹顶鹤	zuev
丹麦	zuzj
为主	oaog
为之	oado
为之一振	odfp
为之动容	odpe
为了	oafu
为人作嫁	osks
为人处世	osjx
为人处事	osjf
为人师表	oskz
为人所知	osfe
为人正直	osfg
为人民服务	osnj
为人父母	osvq
为什么	okcn
为他	oakh
为伍	oakj
为何	oakz
为例	oakq
为公	oavn
为其	oamv
为准	oalv
为名	oaxi
为啥	oais
为国	oaug
为国为民	ouon
为国捐躯	oupl
为天下先	offl
为夫	oasv
为好	oasy
为妙	oaso
为宜	oaer
为害	oaez
为富不仁	oeck
为师	oakf
为患	oank
为您	oakr
为情所困	onfu
为我所用	ocfq
为戒	oaiw
为所欲为	ofpo
为数	oams
为数不多	omcx
为时	oajl
为时不晚	ojcj
为时尚早	ojxj
为时已晚	ojnj
为时过早	ojlj
为期	oamv
为期不远	omcr
为本	oaaf
为止	oald
为此	oalh
为民	oans
为民请命	onvt
为民除害	onte
为爱	oate
为王	oagi
为生	oadh
为界	oass
为盼	oagv
为私	oazn
为荣	oawe
为虎作伥	oqkk
为证	oavf
为谁	oavv
为辅	oayg
为鉴	oakz
为难	oawv
为零	oatt
为非作歹	odkq
为题	oajk
为首	oavc
主业	ogoq
主义	ogoo
主义者	oorj
主事	ogfi
主产	ogyo
主人	ogsi
主人公	osvn
主人翁	osvn
主仆	ogkd
主从	ogss
主任	ogkc
主伐	ogki
主体	ogka
主使	ogkf
主修	ogkk
主儿	ogah
主公	ogvn
主刑	ogfw
主创	ogsw
主力	ogau
主力军	oaey
主办	ogav
主动	ogpa
主动性	opnd
主动权	opaw
主动脉	opmo
主动请缨	opvr
主叫	ogih
主唱	ogij
主因	ogux
主场	ogbp
主城	ogbu
主妇	ogss
主婚	ogsq
主子	ogyd
主宰	ogej
主导	ogdl
主将	ognx
主峰	ogdj
主币	ogcu
主帅	ogku
主席	oggx
主席台	ogni
主席团	ogug
主干	oglr
主干道	olvc
主张	ogox
主心骨	onfv
主意	ogan
主打	ogpu
主抓	ogpt
主持	ogpb
主持人	opsi
主控	ogpz
主推	ogpv
主播	ogpc
主攻	ognr
主教	ogry
主教练	orrl
主料	ogmp
主旋律	omju
主旨	oghj
主星	ogjd
主机	ogap
主权	ogaw
主板	ogao
主根	ogat
主楼	ogam
主次	oglf
主治	oghn
主治医师	ohek
主流	oghp
主演	oghe
主犯	oglw
主祭	ogvd
主站	ogyd
主笔	ogzo
主管	ogze
主管部门	ozyb
主粮	ogmo
主线	ogrf
主编	ogrf
主罚	ogyv
主考	ogrf
主航道	olvc
主营	ogwe
主裁	oggi
主要	ogqs
主要内容	oqze
主要原因	oqou
主要是	oqjk
主要有	oqgm
主要矛盾	oqmo
主见	oguw
主观	ogwu
主观主义	owoo
主观能动性	ownn
主观臆断	owmm
主角	ogrq
主讲	ogvb
主诉	ogvo
主语	ogvj
主课	ogvs
主谋	ogvm
主路	oguq
主轴	ogyi
主键	ogcu
主队	ogts
主页	ogkw
主项	ognk
主顾	ogow
主频	ogll
主题	ogjk
主题曲	ojrw
主题歌	ojzz
主题词	ojvp
主食	ogoz
丽人	fmsi
丽娜	fmsp
丽影	fmjw
丽水	fmhg
丽江	fmhn
丽质	fmog
举一反三	hfoq
举不胜举	hcmh
举世	hvxp
举世无双	hxuw
举世瞩目	hxgg
举世闻名	hxbx
举个	hvsk
举人	hvsi
举例	hvkq
举例说明	hkvj
举债	hvkz
举兵	hvov
举凡	hvpo
举办	hvav
举动	hvpa
举发	hviw
举国	hvug
举国上下	hudf
举手	hvpc
举手之劳	hpdw
举手投足	hppu
举报	hvpw
举措	hvpx
举杯	hvac
举案齐眉	heam
举棋不定	hace
举止	hvld
举止言谈	hlmv
举步	hvll
举步维艰	hlrw
举牌	hvnd
举目	hvgy
举目无亲	hguy
举着	hvig
举荐	hvwg
举行	hvfj
举要	hvqs
举证	hvvf
举起	hvqj
举足轻重	huyh
举重	hvhd
举重若轻	hhwy
乃尔	viro
乃是	vijk
乃至	vicy
久久	roro
久了	rofu
久仰	rokn
久仰大名	rkxx
久别	roia
久别重逢	rihj
久已	ront
久拖不决	rpcl
久旱逢甘雨	rjjt
久治不愈	rhct
久留	rofs
久盛不衰	rucw
久矣	rone
久等	rozb
久经	rorw
久经沙场	rrhb
久经考验	rrrx
久而久之	rurd
久负盛名	rrux
久远	rora
久违	roql
久闻	robq
久闻大名	rbxx
义不容辞	ocev
义举	oohv
义兄	ooia
义军	ooey
义务	ooja
义务劳动	ojwp
义务教育	ojrp
义勇	oonq
义勇军	oney
义卖	oogp
义和团	ozug
义士	oomf
义女	oosm
义子	ooyd
义工	oonv
义师	ookf
义弟	oovu
义愤	oong
义愤填膺	onbg
义拍	oopd
义旗	ooml
义无反顾	ouoo
义正词严	ofvf
义正辞严	ofvf
义气	oofq
义演	oohe
义父	oovo
义理	oogd
义结金兰	ortv
义肢	oomb
义薄云天	owpf
义诊	oovs
义赛	ooeb
义项	oonk
义齿	oosg
之一	dofh
之三	doqn
之上	dodf
之下	dofd
之中	doik
之主	doog
之举	dohv
之久	doro
之乎者也	dcrh
之乡	doff
之争	doru
之事	dofi
之二	dorl
之于	dofg
之交	doco
之人	dosi
之仇	dokd
之位	doky
之余	dosz
